Mean Difference,Median Difference,Standard Deviation,Skewness,25th Percentile (Conf. Lower),75th Percentile (Conf. Upper),5th Percentile (Conservative Max)
-5.811033809428422,-5.574670537262051,22.665664752416422,-0.03759701045248088,-18.25182484323842,6.634252494082347,-42.496327245971784
