run_id,data_count,rmse_weight,mae_weight,rmse_reps,mae_reps,rmse_func_tested,mae_func_tested
2025-01-21 01:23:47,12510,13.717410658857261,9.310994153907503,6.802661288353642,4.193275771747326,6.157127014225635,2.617504950495056
