run_id,data_count,rmse_weight,mae_weight,rmse_reps,mae_reps,rmse_func_tested,mae_func_tested
2025-01-21 23:54:13,12510,13.547322872430348,9.177265557970903,5.28265057001574,3.0917697120080976,0.0,0.0
